ID,Recency,Customer_Tenure_Days,Total_Purchases,Avg_Order_Value,Deal_Ratio,Web_channel_ratio,children
92,12,48,11,8.090909090909092,0.36363636363636365,0.2727272727272727,1
7055,57,628,26,39.26923076923077,0.07692307692307693,0.3076923076923077,1
10240,10,495,21,65.76190476190476,0.047619047619047616,0.47619047619047616,0
3025,4,356,15,20.4,0.2,0.4,1
9283,49,290,4,4.5,0.25,0.0,3
9970,3,255,9,18.0,0.1111111111111111,0.1111111111111111,1
2730,64,313,18,68.38888888888889,0.05555555555555555,0.16666666666666666,0
2795,0,363,4,3.25,0.25,0.25,3
9260,20,601,27,63.18518518518518,0.07407407407407407,0.37037037037037035,0
8182,91,175,11,11.0,0.36363636363636365,0.2727272727272727,1
10095,9,424,20,64.65,0.05,0.25,0
8475,98,120,37,43.45945945945946,0.40540540540540543,0.0,1
4370,83,228,9,9.777777777777779,0.3333333333333333,0.2222222222222222,3
10573,27,223,18,23.38888888888889,0.05555555555555555,0.3333333333333333,0
3712,63,305,12,21.583333333333332,0.08333333333333333,0.25,0
6637,46,239,15,74.46666666666667,0.06666666666666667,0.2,0
3152,84,124,9,9.88888888888889,0.3333333333333333,0.2222222222222222,2
5610,58,69,6,6.0,0.3333333333333333,0.16666666666666666,2
6460,78,351,7,8.142857142857142,0.2857142857142857,0.2857142857142857,1
1349,4,69,8,18.5,0.125,0.375,2
1880,17,150,8,11.625,0.25,0.25,2
641,77,86,7,17.0,0.14285714285714285,0.2857142857142857,1
8717,56,655,28,65.53571428571429,0.03571428571428571,0.39285714285714285,1
10314,79,560,25,52.72,0.04,0.36,0
10854,90,37,7,6.428571428571429,0.2857142857142857,0.2857142857142857,2
10492,96,5,4,2.5,0.25,0.0,3
6935,44,210,25,39.12,0.04,0.2,0
7698,81,49,10,19.1,0.1,0.4,1
3559,77,50,9,6.333333333333333,0.3333333333333333,0.2222222222222222,1
10562,21,274,24,43.041666666666664,0.041666666666666664,0.25,0
10796,16,158,6,11.0,0.16666666666666666,0.16666666666666666,1
2563,80,14,6,7.166666666666667,0.16666666666666666,0.3333333333333333,0
3518,45,571,5,10.0,0.2,0.2,1
5823,63,113,7,5.571428571428571,0.2857142857142857,0.14285714285714285,1
3934,34,331,18,33.77777777777778,0.1111111111111111,0.3888888888888889,1
6982,14,467,24,65.875,0.041666666666666664,0.16666666666666666,0
6431,13,491,7,9.714285714285714,0.2857142857142857,0.2857142857142857,2
9733,52,658,5,16.0,0.2,0.2,1
5602,98,408,28,45.785714285714285,0.03571428571428571,0.2857142857142857,0
1324,93,395,8,11.375,0.25,0.375,1
326,38,496,16,19.6875,0.25,0.3125,2
7224,24,182,6,5.166666666666667,0.3333333333333333,0.16666666666666666,2
6999,80,47,23,36.26086956521739,0.043478260869565216,0.30434782608695654,0
9938,82,283,17,94.11764705882354,0.058823529411764705,0.23529411764705882,0
6422,20,528,17,74.70588235294117,0.058823529411764705,0.29411764705882354,0
3182,81,90,15,17.533333333333335,0.4,0.3333333333333333,2
7300,50,0,19,28.157894736842106,0.15789473684210525,0.42105263157894735,1
10424,60,202,18,71.94444444444444,0.05555555555555555,0.2222222222222222,0
8727,63,258,29,39.6551724137931,0.10344827586206896,0.3793103448275862,1
2798,54,604,26,47.69230769230769,0.0,0.2692307692307692,0
1030,72,347,6,6.333333333333333,0.3333333333333333,0.16666666666666666,2
624,5,596,4,8.75,0.25,0.0,0
5176,88,203,5,10.6,0.2,0.2,1
5552,50,412,17,17.235294117647058,0.35294117647058826,0.23529411764705882,2
868,99,21,6,10.833333333333334,0.16666666666666666,0.3333333333333333,1
380,17,657,29,62.206896551724135,0.1724137931034483,0.3793103448275862,1
2677,11,455,15,16.066666666666666,0.3333333333333333,0.2,1
6521,18,103,20,55.05,0.05,0.2,0
6927,70,632,19,13.894736842105264,0.42105263157894735,0.2631578947368421,2
2877,21,524,26,20.807692307692307,0.38461538461538464,0.2692307692307692,2
0,66,421,17,70.47058823529412,0.058823529411764705,0.17647058823529413,0
1584,79,89,20,24.1,0.3,0.4,1
7264,2,48,4,4.25,0.25,0.25,3
6274,81,226,25,64.6,0.04,0.32,0
1377,24,302,12,23.75,0.16666666666666666,0.3333333333333333,1
454,48,592,28,40.535714285714285,0.07142857142857142,0.39285714285714285,1
1755,93,79,7,16.285714285714285,0.14285714285714285,0.14285714285714285,1
2075,56,227,16,65.4375,0.0625,0.1875,0
4785,3,76,22,32.45454545454545,0.09090909090909091,0.2727272727272727,2
9076,44,540,13,14.23076923076923,0.3076923076923077,0.3076923076923077,1
7079,38,659,32,38.90625,0.15625,0.28125,1
4653,46,460,12,15.75,0.3333333333333333,0.25,1
7375,84,612,16,36.0,0.125,0.5,1
709,27,567,18,61.27777777777778,0.16666666666666666,0.1111111111111111,1
460,72,690,17,103.11764705882354,0.058823529411764705,0.17647058823529413,0
3726,66,133,4,4.25,0.25,0.25,1
6798,30,466,23,18.82608695652174,0.391304347826087,0.21739130434782608,2
5341,2,540,14,113.42857142857143,0.07142857142857142,0.42857142857142855,1
1606,65,410,4,5.5,0.25,0.25,1
9617,37,74,5,3.8,0.2,0.2,0
3233,89,463,29,38.51724137931034,0.10344827586206896,0.2413793103448276,1
89,49,202,8,8.625,0.25,0.25,1
2936,46,207,5,4.6,0.2,0.2,1
9449,32,268,19,31.842105263157894,0.05263157894736842,0.2631578947368421,1
7297,54,185,11,5.181818181818182,0.36363636363636365,0.2727272727272727,1
313,98,244,22,94.9090909090909,0.045454545454545456,0.2727272727272727,0
9940,97,553,16,63.0625,0.125,0.375,1
10735,75,333,5,5.2,0.2,0.4,1
9529,8,213,22,73.95454545454545,0.045454545454545456,0.13636363636363635,0
6439,37,681,31,35.54838709677419,0.22580645161290322,0.3548387096774194,1
7411,31,24,6,2.8333333333333335,0.3333333333333333,0.16666666666666666,2
2176,40,405,16,105.625,0.125,0.3125,1
9265,74,536,21,66.19047619047619,0.09523809523809523,0.42857142857142855,1
8867,90,667,20,106.3,0.05,0.2,0
8932,57,608,25,61.24,0.16,0.36,1
10236,59,286,7,9.142857142857142,0.2857142857142857,0.2857142857142857,1
6340,52,245,6,4.333333333333333,0.3333333333333333,0.16666666666666666,1
10089,5,450,29,38.3448275862069,0.034482758620689655,0.20689655172413793,0
2227,92,645,11,19.09090909090909,0.18181818181818182,0.2727272727272727,0
10992,77,669,26,44.15384615384615,0.19230769230769232,0.15384615384615385,2
5304,35,624,6,5.5,0.3333333333333333,0.16666666666666666,1
309,48,621,19,57.94736842105263,0.15789473684210525,0.42105263157894735,1
3406,97,615,16,20.125,0.25,0.1875,1
2661,95,390,10,4.4,0.4,0.2,2
3153,24,203,4,4.25,0.25,0.25,3
10264,60,627,6,5.166666666666667,0.3333333333333333,0.16666666666666666,1
1184,46,403,25,33.8,0.12,0.4,2
4200,85,12,15,18.333333333333332,0.26666666666666666,0.26666666666666666,1
9396,31,583,4,6.25,0.25,0.25,1
2387,9,511,17,16.176470588235293,0.35294117647058826,0.29411764705882354,2
6690,30,472,11,8.181818181818182,0.36363636363636365,0.2727272727272727,2
1225,47,3,19,78.6842105263158,0.05263157894736842,0.15789473684210525,0
9703,70,622,11,16.727272727272727,0.36363636363636365,0.2727272727272727,2
291,13,375,13,75.46153846153847,0.07692307692307693,0.23076923076923078,0
4557,11,268,8,8.375,0.25,0.25,1
2379,31,645,14,116.78571428571429,0.14285714285714285,0.21428571428571427,0
5726,15,101,10,6.0,0.3,0.3,1
3066,2,145,12,19.25,0.16666666666666666,0.3333333333333333,1
6336,55,84,10,4.8,0.4,0.2,2
10967,38,508,9,11.0,0.3333333333333333,0.2222222222222222,2
2304,86,286,23,33.47826086956522,0.08695652173913043,0.2608695652173913,1
3445,56,528,23,41.608695652173914,0.08695652173913043,0.30434782608695654,0
7828,29,60,12,68.16666666666667,0.08333333333333333,0.25,0
3762,30,453,17,54.411764705882355,0.058823529411764705,0.17647058823529413,0
4391,64,434,22,41.27272727272727,0.045454545454545456,0.4090909090909091,1
4669,46,503,10,10.2,0.3,0.3,1
10144,84,612,16,36.0,0.125,0.5,1
8652,20,667,13,24.384615384615383,0.15384615384615385,0.3076923076923077,0
1672,74,120,15,30.733333333333334,0.06666666666666667,0.3333333333333333,1
8962,18,73,7,5.285714285714286,0.2857142857142857,0.2857142857142857,2
9974,75,352,7,10.0,0.14285714285714285,0.42857142857142855,1
10983,17,516,23,40.43478260869565,0.043478260869565216,0.2608695652173913,0
8148,88,537,33,26.03030303030303,0.3939393939393939,0.18181818181818182,2
10102,19,48,22,67.18181818181819,0.045454545454545456,0.22727272727272727,0
4697,62,381,16,24.375,0.1875,0.4375,0
9262,11,360,5,10.4,0.2,0.2,0
7254,74,184,10,13.7,0.3,0.3,1
4543,32,606,19,101.0,0.05263157894736842,0.10526315789473684,0
4927,76,165,9,7.555555555555555,0.3333333333333333,0.3333333333333333,2
10451,6,474,4,6.25,0.25,0.0,2
2926,62,675,23,59.73913043478261,0.13043478260869565,0.13043478260869565,1
2874,20,479,5,6.4,0.2,0.2,1
9738,43,532,7,14.285714285714286,0.14285714285714285,0.42857142857142855,1
7119,45,533,12,68.75,0.08333333333333333,0.16666666666666666,0
3924,34,104,28,32.714285714285715,0.17857142857142858,0.2857142857142857,1
5827,53,74,11,5.636363636363637,0.36363636363636365,0.2727272727272727,2
5596,44,260,21,34.666666666666664,0.047619047619047616,0.42857142857142855,1
10812,89,120,7,12.857142857142858,0.14285714285714285,0.2857142857142857,1
1717,43,77,13,21.0,0.23076923076923078,0.38461538461538464,1
9491,68,184,10,6.6,0.3,0.3,1
9274,44,458,23,52.73913043478261,0.043478260869565216,0.2608695652173913,0
6609,64,649,7,15.285714285714286,0.14285714285714285,0.42857142857142855,0
6963,85,116,18,64.27777777777777,0.05555555555555555,0.1111111111111111,0
4440,93,292,18,30.333333333333332,0.05555555555555555,0.4444444444444444,1
1379,12,428,11,21.90909090909091,0.09090909090909091,0.36363636363636365,0
10032,86,162,11,4.818181818181818,0.36363636363636365,0.2727272727272727,1
2826,28,244,7,5.285714285714286,0.2857142857142857,0.2857142857142857,3
2437,69,391,24,67.125,0.041666666666666664,0.25,0
6320,42,508,23,65.56521739130434,0.043478260869565216,0.2608695652173913,0
3050,13,194,16,14.6875,0.375,0.1875,2
231,86,110,7,4.571428571428571,0.2857142857142857,0.2857142857142857,2
2392,59,335,8,12.75,0.25,0.375,2
9478,30,684,15,26.733333333333334,0.13333333333333333,0.26666666666666666,1
113,33,348,6,4.666666666666667,0.3333333333333333,0.16666666666666666,2
2863,67,310,21,50.095238095238095,0.2857142857142857,0.09523809523809523,3
1802,23,528,21,32.38095238095238,0.14285714285714285,0.14285714285714285,1
520,81,363,4,7.5,0.25,0.25,1
8275,6,140,4,5.0,0.25,0.25,2
9750,41,507,23,56.82608695652174,0.21739130434782608,0.43478260869565216,1
2607,78,534,24,26.25,0.25,0.3333333333333333,1
7214,49,359,18,71.27777777777777,0.05555555555555555,0.2222222222222222,0
5835,39,362,9,7.222222222222222,0.3333333333333333,0.2222222222222222,1
3896,3,234,5,7.4,0.2,0.2,1
10350,37,416,5,7.6,0.2,0.2,3
7786,22,501,12,13.333333333333334,0.3333333333333333,0.25,1
2861,79,439,4,5.75,0.25,0.25,1
663,46,291,6,11.833333333333334,0.16666666666666666,0.16666666666666666,0
10675,82,452,19,61.10526315789474,0.10526315789473684,0.47368421052631576,1
2521,10,535,5,11.8,0.2,0.2,1
9592,51,364,7,4.714285714285714,0.2857142857142857,0.2857142857142857,1
10151,38,655,22,43.0,0.045454545454545456,0.18181818181818182,2
7381,10,570,22,65.54545454545455,0.045454545454545456,0.5,0
4099,14,594,5,12.4,0.2,0.2,1
9560,18,483,22,76.0909090909091,0.045454545454545456,0.3181818181818182,0
10172,95,688,21,73.23809523809524,0.047619047619047616,0.19047619047619047,0
11191,11,204,8,17.375,0.125,0.25,0
9707,65,583,20,59.1,0.15,0.2,1
6245,71,381,18,28.166666666666668,0.1111111111111111,0.16666666666666666,1
8234,13,318,4,4.5,0.25,0.25,1
1411,58,231,16,58.75,0.0625,0.125,0
8553,65,371,6,7.0,0.3333333333333333,0.16666666666666666,2
1826,0,13,15,79.33333333333333,0.06666666666666667,0.26666666666666666,0
8842,33,551,8,5.5,0.375,0.25,2
11030,90,177,4,4.0,0.25,0.25,1
2579,95,194,26,32.11538461538461,0.15384615384615385,0.23076923076923078,1
175,93,535,22,65.5909090909091,0.09090909090909091,0.36363636363636365,1
9185,38,244,18,57.166666666666664,0.16666666666666666,0.2222222222222222,0
11056,18,610,18,66.0,0.05555555555555555,0.16666666666666666,0
9365,57,554,24,53.208333333333336,0.20833333333333334,0.4583333333333333,1
6201,45,212,7,7.0,0.2857142857142857,0.2857142857142857,2
2061,61,414,7,14.142857142857142,0.14285714285714285,0.2857142857142857,1
6184,6,564,15,111.33333333333333,0.06666666666666667,0.2,0
6142,65,313,14,64.28571428571429,0.07142857142857142,0.35714285714285715,0
4107,52,264,16,26.5625,0.125,0.25,2
7274,87,639,22,97.86363636363636,0.045454545454545456,0.18181818181818182,0
9336,38,99,21,30.285714285714285,0.14285714285714285,0.2857142857142857,1
2958,53,125,10,5.7,0.3,0.2,2
933,31,583,4,6.25,0.25,0.25,1
5837,67,548,22,22.454545454545453,0.3181818181818182,0.2727272727272727,2
10704,65,677,19,36.473684210526315,0.10526315789473684,0.3157894736842105,1
5125,64,408,26,51.84615384615385,0.038461538461538464,0.15384615384615385,0
4432,82,470,7,7.285714285714286,0.2857142857142857,0.2857142857142857,1
5955,27,589,16,120.75,0.0625,0.25,0
2928,63,575,16,61.875,0.125,0.125,1
5680,66,68,5,6.0,0.2,0.2,1
10313,69,609,16,15.875,0.375,0.3125,2
2557,52,304,5,5.8,0.2,0.2,1
1245,45,595,23,59.608695652173914,0.17391304347826086,0.17391304347826086,1
1519,2,372,9,8.11111111111111,0.3333333333333333,0.3333333333333333,2
10703,86,680,11,10.909090909090908,0.36363636363636365,0.2727272727272727,2
1726,23,468,5,16.2,0.2,0.2,0
4459,13,546,5,7.4,0.2,0.2,1
1729,14,270,20,68.85,0.1,0.15,1
1517,92,380,5,10.2,0.2,0.2,1
2098,38,537,4,4.25,0.25,0.25,2
9543,74,227,4,5.5,0.25,0.0,1
6878,14,564,14,23.142857142857142,0.21428571428571427,0.2857142857142857,0
3310,94,676,16,13.1875,0.4375,0.25,3
2724,33,91,4,4.75,0.25,0.0,1
948,32,410,8,5.125,0.375,0.125,1
6720,11,256,17,28.941176470588236,0.17647058823529413,0.4117647058823529,1
6202,78,632,26,38.65384615384615,0.15384615384615385,0.15384615384615385,1
2066,56,668,7,16.285714285714285,0.14285714285714285,0.2857142857142857,1
9799,57,417,19,61.73684210526316,0.15789473684210525,0.10526315789473684,2
8318,7,177,19,91.47368421052632,0.0,0.2631578947368421,0
5642,0,202,12,18.5,0.16666666666666666,0.25,1
2669,66,56,16,70.4375,0.0625,0.3125,0
455,86,437,10,20.9,0.1,0.4,0
7683,80,124,23,34.21739130434783,0.13043478260869565,0.21739130434782608,1
3428,56,266,24,66.58333333333333,0.041666666666666664,0.16666666666666666,0
7414,18,652,12,15.5,0.3333333333333333,0.25,2
6354,51,667,6,7.833333333333333,0.3333333333333333,0.16666666666666666,1
798,71,552,5,5.4,0.2,0.2,1
8213,71,597,11,8.727272727272727,0.36363636363636365,0.18181818181818182,1
2488,80,463,10,6.4,0.4,0.2,2
9999,2,640,23,45.21739130434783,0.043478260869565216,0.391304347826087,0
7617,83,318,13,12.538461538461538,0.38461538461538464,0.15384615384615385,2
615,29,475,11,31.181818181818183,0.09090909090909091,0.45454545454545453,0
2552,11,250,24,18.583333333333332,0.375,0.25,3
194,55,20,5,8.2,0.2,0.2,2
3645,19,668,9,7.777777777777778,0.3333333333333333,0.2222222222222222,1
8890,1,30,14,19.428571428571427,0.21428571428571427,0.35714285714285715,2
5049,19,388,6,7.666666666666667,0.16666666666666666,0.5,1
9973,28,620,19,25.789473684210527,0.15789473684210525,0.3684210526315789,2
7301,76,589,8,9.875,0.25,0.375,1
10882,50,597,17,53.8235294117647,0.23529411764705882,0.23529411764705882,1
7030,1,456,35,42.42857142857143,0.08571428571428572,0.3142857142857143,1
7422,90,676,16,23.0625,0.1875,0.3125,1
3523,83,522,19,56.473684210526315,0.10526315789473684,0.2631578947368421,1
7106,73,90,19,65.36842105263158,0.05263157894736842,0.15789473684210525,0
6504,24,221,9,8.666666666666666,0.3333333333333333,0.2222222222222222,1
5067,11,135,21,65.61904761904762,0.047619047619047616,0.09523809523809523,0
4216,33,492,26,56.69230769230769,0.038461538461538464,0.2692307692307692,0
8581,4,481,29,25.896551724137932,0.3103448275862069,0.3448275862068966,2
5929,14,54,7,6.857142857142857,0.2857142857142857,0.2857142857142857,1
3129,30,38,6,7.5,0.16666666666666666,0.3333333333333333,1
6528,75,24,4,2.5,0.25,0.25,1
1361,26,390,16,89.6875,0.0625,0.1875,0
6932,77,442,22,96.31818181818181,0.0,0.3181818181818182,0
7284,8,207,4,5.0,0.25,0.25,3
1340,42,66,27,66.48148148148148,0.037037037037037035,0.2222222222222222,0
8746,28,85,19,62.526315789473685,0.10526315789473684,0.10526315789473684,1
5987,52,56,7,6.142857142857143,0.2857142857142857,0.14285714285714285,1
3767,1,430,24,42.0,0.08333333333333333,0.20833333333333334,1
3725,1,416,16,105.5,0.0625,0.125,0
4324,42,608,21,32.57142857142857,0.23809523809523808,0.38095238095238093,1
238,76,522,39,27.743589743589745,0.38461538461538464,0.23076923076923078,2
6694,27,216,25,42.72,0.04,0.32,1
498,28,147,7,8.142857142857142,0.2857142857142857,0.14285714285714285,1
9347,49,373,5,9.2,0.2,0.2,1
9699,12,190,23,31.869565217391305,0.13043478260869565,0.2608695652173913,1
10664,14,295,17,27.470588235294116,0.11764705882352941,0.5294117647058824,1
5455,89,311,10,12.2,0.3,0.2,1
456,96,507,7,5.142857142857143,0.2857142857142857,0.2857142857142857,1
5012,56,360,5,6.8,0.2,0.2,1
